dataset,case,index,method,target_label,deleted_fraction,base_probability,base_target_confidence,probability_after_deletion,target_confidence_after_deletion,confidence_drop
kepler,falso_negativo,1343,saliency,0,0.05,0.0015448675258085132,0.9984551324741915,0.005382353439927101,0.9946176465600729,0.003837485914118588
kepler,falso_negativo,1343,saliency,0,0.1,0.0015448675258085132,0.9984551324741915,0.06912419945001602,0.930875800549984,0.06757933192420751
kepler,falso_negativo,1343,saliency,0,0.2,0.0015448675258085132,0.9984551324741915,0.8588259220123291,0.1411740779876709,0.8572810544865206
kepler,falso_negativo,1343,saliency,0,0.3,0.0015448675258085132,0.9984551324741915,0.7756048440933228,0.22439515590667725,0.7740599765675142
kepler,falso_negativo,1343,saliency,0,0.5,0.0015448675258085132,0.9984551324741915,0.130755215883255,0.869244784116745,0.1292103483574465
kepler,falso_negativo,1343,smoothgrad,0,0.0,0.0015448675258085132,0.9984551324741915,0.0015448675258085132,0.9984551324741915,0.0
kepler,falso_negativo,1343,smoothgrad,0,0.05,0.0015448675258085132,0.9984551324741915,0.007373656611889601,0.9926263433881104,0.005828789086081088
kepler,falso_negativo,1343,smoothgrad,0,0.1,0.0015448675258085132,0.9984551324741915,0.10084681957960129,0.8991531804203987,0.09930195205379277
kepler,falso_negativo,1343,smoothgrad,0,0.2,0.0015448675258085132,0.9984551324741915,0.8815774321556091,0.11842256784439087,0.8800325646298006
kepler,falso_negativo,1343,smoothgrad,0,0.3,0.0015448675258085132,0.9984551324741915,0.7402522563934326,0.2597477436065674,0.7387073888676241
kepler,falso_negativo,1343,smoothgrad,0,0.5,0.0015448675258085132,0.9984551324741915,0.13237352669239044,0.8676264733076096,0.13082865916658193
kepler,falso_negativo,1343,integrated_gradients,0,0.0,0.0015448675258085132,0.9984551324741915,0.0015448675258085132,0.9984551324741915,0.0
kepler,falso_negativo,1343,integrated_gradients,0,0.05,0.0015448675258085132,0.9984551324741915,0.004838158376514912,0.9951618416234851,0.0032932908507063985
kepler,falso_negativo,1343,integrated_gradients,0,0.1,0.0015448675258085132,0.9984551324741915,0.039209071546792984,0.960790928453207,0.03766420402098447
kepler,falso_negativo,1343,integrated_gradients,0,0.2,0.0015448675258085132,0.9984551324741915,0.02172919735312462,0.9782708026468754,0.020184329827316105
kepler,falso_negativo,1343,integrated_gradients,0,0.3,0.0015448675258085132,0.9984551324741915,0.030936958268284798,0.9690630417317152,0.029392090742476285
kepler,falso_negativo,1343,integrated_gradients,0,0.5,0.0015448675258085132,0.9984551324741915,0.01318384986370802,0.986816150136292,0.011638982337899506
kepler,falso_negativo,1343,occlusion,0,0.0,0.0015448675258085132,0.9984551324741915,0.0015448675258085132,0.9984551324741915,0.0
kepler,falso_negativo,1343,occlusion,0,0.05,0.0015448675258085132,0.9984551324741915,0.07779185473918915,0.9222081452608109,0.07624698721338063
kepler,falso_negativo,1343,occlusion,0,0.1,0.0015448675258085132,0.9984551324741915,0.1090366393327713,0.8909633606672287,0.10749177180696279
kepler,falso_negativo,1343,occlusion,0,0.2,0.0015448675258085132,0.9984551324741915,0.2991117835044861,0.7008882164955139,0.29756691597867757
kepler,falso_negativo,1343,occlusion,0,0.3,0.0015448675258085132,0.9984551324741915,0.6768724322319031,0.3231275677680969,0.6753275647060946
kepler,falso_negativo,1343,occlusion,0,0.5,0.0015448675258085132,0.9984551324741915,0.41387227177619934,0.5861277282238007,0.4123274042503908
kepler,falso_negativo,1343,gradcam,0,0.0,0.0015448675258085132,0.9984551324741915,0.0015448675258085132,0.9984551324741915,0.0
kepler,falso_negativo,1343,gradcam,0,0.05,0.0015448675258085132,0.9984551324741915,0.00040069970418699086,0.999599300295813,-0.0011441678216215223
kepler,falso_negativo,1343,gradcam,0,0.1,0.0015448675258085132,0.9984551324741915,4.74262451461982e-05,0.9999525737548538,-0.001497441280662315
kepler,falso_negativo,1343,gradcam,0,0.2,0.0015448675258085132,0.9984551324741915,0.0007167403819039464,0.999283259618096,-0.0008281271439045668
kepler,falso_negativo,1343,gradcam,0,0.3,0.0015448675258085132,0.9984551324741915,0.0017207134515047073,0.9982792865484953,0.00017584592569619417
kepler,falso_negativo,1343,gradcam,0,0.5,0.0015448675258085132,0.9984551324741915,0.012665730901062489,0.9873342690989375,0.011120863375253975
kepler,falso_negativo,1343,gradcam_multiscale,0,0.0,0.0015448675258085132,0.9984551324741915,0.0015448675258085132,0.9984551324741915,0.0
kepler,falso_negativo,1343,gradcam_multiscale,0,0.05,0.0015448675258085132,0.9984551324741915,0.1269833743572235,0.8730166256427765,0.125438506831415
kepler,falso_negativo,1343,gradcam_multiscale,0,0.1,0.0015448675258085132,0.9984551324741915,0.1967012733221054,0.8032987266778946,0.1951564057962969
kepler,falso_negativo,1343,gradcam_multiscale,0,0.2,0.0015448675258085132,0.9984551324741915,0.7383342981338501,0.2616657018661499,0.7367894306080416
kepler,falso_negativo,1343,gradcam_multiscale,0,0.3,0.0015448675258085132,0.9984551324741915,0.8762705326080322,0.12372946739196777,0.8747256650822237
kepler,falso_negativo,1343,gradcam_multiscale,0,0.5,0.0015448675258085132,0.9984551324741915,0.051309969276189804,0.9486900307238102,0.04976510175038129
kepler,falso_negativo,1343,consensus,0,0.0,0.0015448675258085132,0.9984551324741915,0.0015448675258085132,0.9984551324741915,0.0
kepler,falso_negativo,1343,consensus,0,0.05,0.0015448675258085132,0.9984551324741915,0.02393658086657524,0.9760634191334248,0.022391713340766728
kepler,falso_negativo,1343,consensus,0,0.1,0.0015448675258085132,0.9984551324741915,0.6578547954559326,0.3421452045440674,0.6563099279301241
kepler,falso_negativo,1343,consensus,0,0.2,0.0015448675258085132,0.9984551324741915,0.6428911089897156,0.3571088910102844,0.6413462414639071
kepler,falso_negativo,1343,consensus,0,0.3,0.0015448675258085132,0.9984551324741915,0.620161771774292,0.379838228225708,0.6186169042484835
kepler,falso_negativo,1343,consensus,0,0.5,0.0015448675258085132,0.9984551324741915,0.4444566071033478,0.5555433928966522,0.44291173957753927
kepler,mayor_incertidumbre_mc_dropout,1053,saliency,1,0.0,0.6035246849060059,0.6035246849060059,0.6035246849060059,0.6035246849060059,0.0
kepler,mayor_incertidumbre_mc_dropout,1053,saliency,1,0.05,0.6035246849060059,0.6035246849060059,0.016018809750676155,0.016018809750676155,0.5875058751553297
kepler,mayor_incertidumbre_mc_dropout,1053,saliency,1,0.1,0.6035246849060059,0.6035246849060059,0.0013154830085113645,0.0013154830085113645,0.6022092018974945
kepler,mayor_incertidumbre_mc_dropout,1053,saliency,1,0.2,0.6035246849060059,0.6035246849060059,0.0014932566555216908,0.0014932566555216908,0.6020314282504842
kepler,mayor_incertidumbre_mc_dropout,1053,saliency,1,0.3,0.6035246849060059,0.6035246849060059,0.006036508362740278,0.006036508362740278,0.5974881765432656
kepler,mayor_incertidumbre_mc_dropout,1053,saliency,1,0.5,0.6035246849060059,0.6035246849060059,0.009270877577364445,0.009270877577364445,0.5942538073286414
kepler,mayor_incertidumbre_mc_dropout,1053,smoothgrad,1,0.0,0.6035246849060059,0.6035246849060059,0.6035246849060059,0.6035246849060059,0.0
kepler,mayor_incertidumbre_mc_dropout,1053,smoothgrad,1,0.05,0.6035246849060059,0.6035246849060059,0.0009505175985395908,0.0009505175985395908,0.6025741673074663
kepler,mayor_incertidumbre_mc_dropout,1053,smoothgrad,1,0.1,0.6035246849060059,0.6035246849060059,0.0012719181831926107,0.0012719181831926107,0.6022527667228132
kepler,mayor_incertidumbre_mc_dropout,1053,smoothgrad,1,0.2,0.6035246849060059,0.6035246849060059,0.004278942011296749,0.004278942011296749,0.5992457428947091
kepler,mayor_incertidumbre_mc_dropout,1053,smoothgrad,1,0.3,0.6035246849060059,0.6035246849060059,0.009924262762069702,0.009924262762069702,0.5936004221439362
kepler,mayor_incertidumbre_mc_dropout,1053,smoothgrad,1,0.5,0.6035246849060059,0.6035246849060059,0.02974778600037098,0.02974778600037098,0.5737768989056349
kepler,mayor_incertidumbre_mc_dropout,1053,integrated_gradients,1,0.0,0.6035246849060059,0.6035246849060059,0.6035246849060059,0.6035246849060059,0.0
kepler,mayor_incertidumbre_mc_dropout,1053,integrated_gradients,1,0.05,0.6035246849060059,0.6035246849060059,0.023647582158446312,0.023647582158446312,0.5798771027475595
kepler,mayor_incertidumbre_mc_dropout,1053,integrated_gradients,1,0.1,0.6035246849060059,0.6035246849060059,0.005422217305749655,0.005422217305749655,0.5981024676002562
kepler,mayor_incertidumbre_mc_dropout,1053,integrated_gradients,1,0.2,0.6035246849060059,0.6035246849060059,0.004463552497327328,0.004463552497327328,0.5990611324086785
kepler,mayor_incertidumbre_mc_dropout,1053,integrated_gradients,1,0.3,0.6035246849060059,0.6035246849060059,0.004976538475602865,0.004976538475602865,0.598548146430403
kepler,mayor_incertidumbre_mc_dropout,1053,integrated_gradients,1,0.5,0.6035246849060059,0.6035246849060059,0.0035484889522194862,0.0035484889522194862,0.5999761959537864
kepler,mayor_incertidumbre_mc_dropout,1053,occlusion,1,0.0,0.6035246849060059,0.6035246849060059,0.6035246849060059,0.6035246849060059,0.0
kepler,mayor_incertidumbre_mc_dropout,1053,occlusion,1,0.05,0.6035246849060059,0.6035246849060059,0.0012438477715477347,0.0012438477715477347,0.6022808371344581
kepler,mayor_incertidumbre_mc_dropout,1053,occlusion,1,0.1,0.6035246849060059,0.6035246849060059,0.00015084014739841223,0.00015084014739841223,0.6033738447586074
kepler,mayor_incertidumbre_mc_dropout,1053,occlusion,1,0.2,0.6035246849060059,0.6035246849060059,0.0006512421532534063,0.0006512421532534063,0.6028734427527525
kepler,mayor_incertidumbre_mc_dropout,1053,occlusion,1,0.3,0.6035246849060059,0.6035246849060059,5.058289025328122e-05,5.058289025328122e-05,0.6034741020157526
kepler,mayor_incertidumbre_mc_dropout,1053,occlusion,1,0.5,0.6035246849060059,0.6035246849060059,2.1722284145653248e-05,2.1722284145653248e-05,0.6035029626218602
kepler,mayor_incertidumbre_mc_dropout,1053,gradcam,1,0.0,0.6035246849060059,0.6035246849060059,0.6035246849060059,0.6035246849060059,0.0
kepler,mayor_incertidumbre_mc_dropout,1053,gradcam,1,0.05,0.6035246849060059,0.6035246849060059,0.0389302633702755,0.0389302633702755,0.5645944215357304
kepler,mayor_incertidumbre_mc_dropout,1053,gradcam,1,0.1,0.6035246849060059,0.6035246849060059,0.016114141792058945,0.016114141792058945,0.5874105431139469
kepler,mayor_incertidumbre_mc_dropout,1053,gradcam,1,0.2,0.6035246849060059,0.6035246849060059,0.005156950559467077,0.005156950559467077,0.5983677343465388
kepler,mayor_incertidumbre_mc_dropout,1053,gradcam,1,0.3,0.6035246849060059,0.6035246849060059,0.002000955166295171,0.002000955166295171,0.6015237297397107
kepler,mayor_incertidumbre_mc_dropout,1053,gradcam,1,0.5,0.6035246849060059,0.6035246849060059,0.0066763171926140785,0.0066763171926140785,0.5968483677133918
kepler,mayor_incertidumbre_mc_dropout,1053,gradcam_multiscale,1,0.0,0.6035246849060059,0.6035246849060059,0.6035246849060059,0.6035246849060059,0.0
kepler,mayor_incertidumbre_mc_dropout,1053,gradcam_multiscale,1,0.05,0.6035246849060059,0.6035246849060059,0.00048518835683353245,0.00048518835683353245,0.6030394965491723
kepler,mayor_incertidumbre_mc_dropout,1053,gradcam_multiscale,1,0.1,0.6035246849060059,0.6035246849060059,0.00016011271509341896,0.00016011271509341896,0.6033645721909124
kepler,mayor_incertidumbre_mc_dropout,1053,gradcam_multiscale,1,0.2,0.6035246849060059,0.6035246849060059,0.003838220378383994,0.003838220378383994,0.5996864645276219
kepler,mayor_incertidumbre_mc_dropout,1053,gradcam_multiscale,1,0.3,0.6035246849060059,0.6035246849060059,0.013436861336231232,0.013436861336231232,0.5900878235697746
kepler,mayor_incertidumbre_mc_dropout,1053,gradcam_multiscale,1,0.5,0.6035246849060059,0.6035246849060059,0.023744571954011917,0.023744571954011917,0.5797801129519939
kepler,mayor_incertidumbre_mc_dropout,1053,consensus,1,0.0,0.6035246849060059,0.6035246849060059,0.6035246849060059,0.6035246849060059,0.0
kepler,mayor_incertidumbre_mc_dropout,1053,consensus,1,0.05,0.6035246849060059,0.6035246849060059,0.0003993271093349904,0.0003993271093349904,0.6031253577966709
kepler,mayor_incertidumbre_mc_dropout,1053,consensus,1,0.1,0.6035246849060059,0.6035246849060059,0.00125114934053272,0.00125114934053272,0.6022735355654731
kepler,mayor_incertidumbre_mc_dropout,1053,consensus,1,0.2,0.6035246849060059,0.6035246849060059,7.487871334888041e-05,7.487871334888041e-05,0.603449806192657
kepler,mayor_incertidumbre_mc_dropout,1053,consensus,1,0.3,0.6035246849060059,0.6035246849060059,5.1508977776393294e-05,5.1508977776393294e-05,0.6034731759282295
kepler,mayor_incertidumbre_mc_dropout,1053,consensus,1,0.5,0.6035246849060059,0.6035246849060059,3.1726369343232363e-05,3.1726369343232363e-05,0.6034929585366626
tess,positivo_correcto_alta_confianza,693,saliency,1,0.0,0.9996888637542725,0.9996888637542725,0.9996888637542725,0.9996888637542725,0.0
tess,positivo_correcto_alta_confianza,693,saliency,1,0.05,0.9996888637542725,0.9996888637542725,0.7066876292228699,0.7066876292228699,0.2930012345314026
tess,positivo_correcto_alta_confianza,693,saliency,1,0.1,0.9996888637542725,0.9996888637542725,0.23137427866458893,0.23137427866458893,0.7683145850896835
tess,positivo_correcto_alta_confianza,693,saliency,1,0.2,0.9996888637542725,0.9996888637542725,0.011868891306221485,0.011868891306221485,0.987819972448051
tess,positivo_correcto_alta_confianza,693,saliency,1,0.3,0.9996888637542725,0.9996888637542725,0.052670739591121674,0.052670739591121674,0.9470181241631508
tess,positivo_correcto_alta_confianza,693,saliency,1,0.5,0.9996888637542725,0.9996888637542725,0.31866055727005005,0.31866055727005005,0.6810283064842224
tess,positivo_correcto_alta_confianza,693,smoothgrad,1,0.0,0.9996888637542725,0.9996888637542725,0.9996888637542725,0.9996888637542725,0.0
tess,positivo_correcto_alta_confianza,693,smoothgrad,1,0.05,0.9996888637542725,0.9996888637542725,0.4722830653190613,0.4722830653190613,0.5274057984352112
tess,positivo_correcto_alta_confianza,693,smoothgrad,1,0.1,0.9996888637542725,0.9996888637542725,0.06669069826602936,0.06669069826602936,0.9329981654882431
tess,positivo_correcto_alta_confianza,693,smoothgrad,1,0.2,0.9996888637542725,0.9996888637542725,0.039540715515613556,0.039540715515613556,0.9601481482386589
tess,positivo_correcto_alta_confianza,693,smoothgrad,1,0.3,0.9996888637542725,0.9996888637542725,0.04025178402662277,0.04025178402662277,0.9594370797276497
tess,positivo_correcto_alta_confianza,693,smoothgrad,1,0.5,0.9996888637542725,0.9996888637542725,0.5473158955574036,0.5473158955574036,0.4523729681968689
tess,positivo_correcto_alta_confianza,693,integrated_gradients,1,0.0,0.9996888637542725,0.9996888637542725,0.9996888637542725,0.9996888637542725,0.0
tess,positivo_correcto_alta_confianza,693,integrated_gradients,1,0.05,0.9996888637542725,0.9996888637542725,0.10551658272743225,0.10551658272743225,0.8941722810268402
tess,positivo_correcto_alta_confianza,693,integrated_gradients,1,0.1,0.9996888637542725,0.9996888637542725,0.022006716579198837,0.022006716579198837,0.9776821471750736
tess,positivo_correcto_alta_confianza,693,integrated_gradients,1,0.2,0.9996888637542725,0.9996888637542725,0.06478826701641083,0.06478826701641083,0.9349005967378616
tess,positivo_correcto_alta_confianza,693,integrated_gradients,1,0.3,0.9996888637542725,0.9996888637542725,0.12792816758155823,0.12792816758155823,0.8717606961727142
tess,positivo_correcto_alta_confianza,693,integrated_gradients,1,0.5,0.9996888637542725,0.9996888637542725,0.12900327146053314,0.12900327146053314,0.8706855922937393
tess,positivo_correcto_alta_confianza,693,occlusion,1,0.0,0.9996888637542725,0.9996888637542725,0.9996888637542725,0.9996888637542725,0.0
tess,positivo_correcto_alta_confianza,693,occlusion,1,0.05,0.9996888637542725,0.9996888637542725,0.26403602957725525,0.26403602957725525,0.7356528341770172
tess,positivo_correcto_alta_confianza,693,occlusion,1,0.1,0.9996888637542725,0.9996888637542725,0.029037073254585266,0.029037073254585266,0.9706517904996872
tess,positivo_correcto_alta_confianza,693,occlusion,1,0.2,0.9996888637542725,0.9996888637542725,0.08448467403650284,0.08448467403650284,0.9152041897177696
tess,positivo_correcto_alta_confianza,693,occlusion,1,0.3,0.9996888637542725,0.9996888637542725,0.12478294223546982,0.12478294223546982,0.8749059215188026
tess,positivo_correcto_alta_confianza,693,occlusion,1,0.5,0.9996888637542725,0.9996888637542725,0.1256098449230194,0.1256098449230194,0.874079018831253
tess,positivo_correcto_alta_confianza,693,gradcam,1,0.0,0.9996888637542725,0.9996888637542725,0.9996888637542725,0.9996888637542725,0.0
tess,positivo_correcto_alta_confianza,693,gradcam,1,0.05,0.9996888637542725,0.9996888637542725,0.9996898174285889,0.9996898174285889,-9.5367431640625e-07
tess,positivo_correcto_alta_confianza,693,gradcam,1,0.1,0.9996888637542725,0.9996888637542725,0.9996908903121948,0.9996908903121948,-2.0265579223632812e-06
tess,positivo_correcto_alta_confianza,693,gradcam,1,0.2,0.9996888637542725,0.9996888637542725,0.9996912479400635,0.9996912479400635,-2.384185791015625e-06
tess,positivo_correcto_alta_confianza,693,gradcam,1,0.3,0.9996888637542725,0.9996888637542725,0.9996927976608276,0.9996927976608276,-3.933906555175781e-06
tess,positivo_correcto_alta_confianza,693,gradcam,1,0.5,0.9996888637542725,0.9996888637542725,0.999697208404541,0.999697208404541,-8.344650268554688e-06
tess,positivo_correcto_alta_confianza,693,gradcam_multiscale,1,0.0,0.9996888637542725,0.9996888637542725,0.9996888637542725,0.9996888637542725,0.0
tess,positivo_correcto_alta_confianza,693,gradcam_multiscale,1,0.05,0.9996888637542725,0.9996888637542725,0.11655444651842117,0.11655444651842117,0.8831344172358513
tess,positivo_correcto_alta_confianza,693,gradcam_multiscale,1,0.1,0.9996888637542725,0.9996888637542725,0.0243416465818882,0.0243416465818882,0.9753472171723843
tess,positivo_correcto_alta_confianza,693,gradcam_multiscale,1,0.2,0.9996888637542725,0.9996888637542725,0.033232059329748154,0.033232059329748154,0.9664568044245243
tess,positivo_correcto_alta_confianza,693,gradcam_multiscale,1,0.3,0.9996888637542725,0.9996888637542725,0.1198190450668335,0.1198190450668335,0.879869818687439
tess,positivo_correcto_alta_confianza,693,gradcam_multiscale,1,0.5,0.9996888637542725,0.9996888637542725,0.12432374060153961,0.12432374060153961,0.8753651231527328
tess,positivo_correcto_alta_confianza,693,consensus,1,0.0,0.9996888637542725,0.9996888637542725,0.9996888637542725,0.9996888637542725,0.0
tess,positivo_correcto_alta_confianza,693,consensus,1,0.05,0.9996888637542725,0.9996888637542725,0.19033098220825195,0.19033098220825195,0.8093578815460205
tess,positivo_correcto_alta_confianza,693,consensus,1,0.1,0.9996888637542725,0.9996888637542725,0.030169321224093437,0.030169321224093437,0.969519542530179
tess,positivo_correcto_alta_confianza,693,consensus,1,0.2,0.9996888637542725,0.9996888637542725,0.07388117909431458,0.07388117909431458,0.9258076846599579
tess,positivo_correcto_alta_confianza,693,consensus,1,0.3,0.9996888637542725,0.9996888637542725,0.12566536664962769,0.12566536664962769,0.8740234971046448
tess,positivo_correcto_alta_confianza,693,consensus,1,0.5,0.9996888637542725,0.9996888637542725,0.12697891891002655,0.12697891891002655,0.8727099448442459
tess,negativo_correcto_alta_confianza,802,saliency,0,0.0,1.0817716855626713e-07,0.9999998918228314,1.0817716855626713e-07,0.9999998918228314,0.0
tess,negativo_correcto_alta_confianza,802,saliency,0,0.05,1.0817716855626713e-07,0.9999998918228314,7.524835154981702e-07,0.9999992475164845,6.44306346941903e-07
tess,negativo_correcto_alta_confianza,802,saliency,0,0.1,1.0817716855626713e-07,0.9999998918228314,4.183442797511816e-06,0.9999958165572025,4.075265628955549e-06
tess,negativo_correcto_alta_confianza,802,saliency,0,0.2,1.0817716855626713e-07,0.9999998918228314,7.8201963333413e-05,0.9999217980366666,7.809378616485674e-05
tess,negativo_correcto_alta_confianza,802,saliency,0,0.3,1.0817716855626713e-07,0.9999998918228314,0.0008435175404883921,0.9991564824595116,0.0008434093633198358
tess,negativo_correcto_alta_confianza,802,saliency,0,0.5,1.0817716855626713e-07,0.9999998918228314,0.008718861266970634,0.9912811387330294,0.008718753089802078
tess,negativo_correcto_alta_confianza,802,smoothgrad,0,0.0,1.0817716855626713e-07,0.9999998918228314,1.0817716855626713e-07,0.9999998918228314,0.0
tess,negativo_correcto_alta_confianza,802,smoothgrad,0,0.05,1.0817716855626713e-07,0.9999998918228314,7.524835154981702e-07,0.9999992475164845,6.44306346941903e-07
tess,negativo_correcto_alta_confianza,802,smoothgrad,0,0.1,1.0817716855626713e-07,0.9999998918228314,5.934723048994783e-06,0.999994065276951,5.826545880438516e-06
tess,negativo_correcto_alta_confianza,802,smoothgrad,0,0.2,1.0817716855626713e-07,0.9999998918228314,9.665614197729155e-05,0.9999033438580227,9.654796480873529e-05
tess,negativo_correcto_alta_confianza,802,smoothgrad,0,0.3,1.0817716855626713e-07,0.9999998918228314,0.000646169122774154,0.9993538308772258,0.0006460609456055977
tess,negativo_correcto_alta_confianza,802,smoothgrad,0,0.5,1.0817716855626713e-07,0.9999998918228314,0.017647497355937958,0.982352502644062,0.0176473891787694
tess,negativo_correcto_alta_confianza,802,integrated_gradients,0,0.0,1.0817716855626713e-07,0.9999998918228314,1.0817716855626713e-07,0.9999998918228314,0.0
tess,negativo_correcto_alta_confianza,802,integrated_gradients,0,0.05,1.0817716855626713e-07,0.9999998918228314,1.018245939121698e-06,0.9999989817540609,9.100687705654309e-07
tess,negativo_correcto_alta_confianza,802,integrated_gradients,0,0.1,1.0817716855626713e-07,0.9999998918228314,1.809421883081086e-05,0.9999819057811692,1.7986041662254593e-05
tess,negativo_correcto_alta_confianza,802,integrated_gradients,0,0.2,1.0817716855626713e-07,0.9999998918228314,0.0005852813483215868,0.9994147186516784,0.0005851731711530306
tess,negativo_correcto_alta_confianza,802,integrated_gradients,0,0.3,1.0817716855626713e-07,0.9999998918228314,0.038064323365688324,0.9619356766343117,0.03806421518851977
tess,negativo_correcto_alta_confianza,802,integrated_gradients,0,0.5,1.0817716855626713e-07,0.9999998918228314,0.08026198297739029,0.9197380170226097,0.08026187480022173
tess,negativo_correcto_alta_confianza,802,occlusion,0,0.0,1.0817716855626713e-07,0.9999998918228314,1.0817716855626713e-07,0.9999998918228314,0.0
tess,negativo_correcto_alta_confianza,802,occlusion,0,0.05,1.0817716855626713e-07,0.9999998918228314,2.072015831799945e-06,0.9999979279841682,1.9638386632436777e-06
tess,negativo_correcto_alta_confianza,802,occlusion,0,0.1,1.0817716855626713e-07,0.9999998918228314,2.126121034962125e-05,0.9999787387896504,2.1153033181064984e-05
tess,negativo_correcto_alta_confianza,802,occlusion,0,0.2,1.0817716855626713e-07,0.9999998918228314,0.0016776202246546745,0.9983223797753453,0.0016775120474861183
tess,negativo_correcto_alta_confianza,802,occlusion,0,0.3,1.0817716855626713e-07,0.9999998918228314,0.032240018248558044,0.967759981751442,0.03223991007138949
tess,negativo_correcto_alta_confianza,802,occlusion,0,0.5,1.0817716855626713e-07,0.9999998918228314,0.21893848478794098,0.781061515212059,0.21893837661077242
tess,negativo_correcto_alta_confianza,802,gradcam,0,0.0,1.0817716855626713e-07,0.9999998918228314,1.0817716855626713e-07,0.9999998918228314,0.0
tess,negativo_correcto_alta_confianza,802,gradcam,0,0.05,1.0817716855626713e-07,0.9999998918228314,2.351227550434487e-07,0.999999764877245,1.2694558648718157e-07
tess,negativo_correcto_alta_confianza,802,gradcam,0,0.1,1.0817716855626713e-07,0.9999998918228314,5.85546672482451e-07,0.9999994144533275,4.773695039261838e-07
tess,negativo_correcto_alta_confianza,802,gradcam,0,0.2,1.0817716855626713e-07,0.9999998918228314,1.1169204299221747e-05,0.9999888307957008,1.106102713066548e-05
tess,negativo_correcto_alta_confianza,802,gradcam,0,0.3,1.0817716855626713e-07,0.9999998918228314,6.611131539102644e-05,0.999933888684609,6.600313822247017e-05
tess,negativo_correcto_alta_confianza,802,gradcam,0,0.5,1.0817716855626713e-07,0.9999998918228314,0.0002798513451125473,0.9997201486548875,0.000279743167943991
tess,negativo_correcto_alta_confianza,802,gradcam_multiscale,0,0.0,1.0817716855626713e-07,0.9999998918228314,1.0817716855626713e-07,0.9999998918228314,0.0
tess,negativo_correcto_alta_confianza,802,gradcam_multiscale,0,0.05,1.0817716855626713e-07,0.9999998918228314,7.582269745398662e-07,0.9999992417730255,6.500498059835991e-07
tess,negativo_correcto_alta_confianza,802,gradcam_multiscale,0,0.1,1.0817716855626713e-07,0.9999998918228314,7.774444384267554e-06,0.9999922255556157,7.666267215711287e-06
tess,negativo_correcto_alta_confianza,802,gradcam_multiscale,0,0.2,1.0817716855626713e-07,0.9999998918228314,0.0003878946590702981,0.9996121053409297,0.0003877864819017418
tess,negativo_correcto_alta_confianza,802,gradcam_multiscale,0,0.3,1.0817716855626713e-07,0.9999998918228314,0.013198448345065117,0.9868015516549349,0.01319834016789656
tess,negativo_correcto_alta_confianza,802,gradcam_multiscale,0,0.5,1.0817716855626713e-07,0.9999998918228314,0.20224082469940186,0.7977591753005981,0.2022407165222333
